sample_id,DATASET_SPLIT,QUALITY_CLASS,DEFECT_TYPE,CAPTURE_INSTRUCTION,EXPECTED_EFFECT,HMAX,HC,BR,BS,LOOP_HZ,X_GAIN,Y_GAIN,X_OFFSET,Y_OFFSET,XY_COUPLING,ASYMMETRY,AMPLITUDE
IMG_0213,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,243.828,38.079,0.5053,0.852,177.613,1.2428,1.3971,0.7765,-0.0534,-0.0079,-0.0133,1443.0
IMG_0214,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,343.216,49.448,0.8749,1.7773,159.085,1.0775,0.913,-0.0039,0.0267,-0.0117,-0.0208,1475.0
IMG_0215,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,254.098,44.496,0.4883,1.3176,159.036,0.9714,1.0422,0.0316,-0.0157,-0.0054,0.0245,1542.0
IMG_0216,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,142.249,16.188,0.4663,0.8125,178.874,0.9127,0.9168,-0.0228,-0.0258,0.0334,0.0237,1473.0
IMG_0217,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,141.436,47.005,1.1774,1.3697,209.007,0.3551,0.7082,-0.0154,-0.0095,0.0398,-0.0113,417.0
IMG_0218,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,120.842,17.985,0.39,1.195,179.533,1.0933,0.9003,-0.0517,0.0556,-0.3045,0.2739,1468.0
IMG_0219,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,139.364,35.988,0.5353,0.8376,170.122,1.0515,1.0988,-0.0464,0.0572,-0.0004,0.0062,1513.0
IMG_0220,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,217.236,30.361,0.3617,1.6132,163.763,0.9924,1.0571,-0.0087,0.031,0.0263,0.02,1494.0
IMG_0221,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,46.9,10.333,0.6259,1.6506,208.46,1.0441,0.9184,0.0477,-0.0324,0.0325,-0.0237,1500.0
IMG_0222,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,147.37,57.633,0.2766,0.742,152.227,0.9626,1.061,-0.021,-0.0127,0.2275,-0.1874,1604.0
IMG_0223,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,143.452,43.083,0.7404,1.1719,238.11,0.3569,0.4883,0.0155,0.0172,-0.0112,-0.016,580.0
IMG_0224,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,120.442,38.07,1.3493,1.7319,163.187,0.9974,1.0841,0.0523,0.0465,0.0238,0.0151,1393.0
IMG_0225,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,130.042,17.992,0.7724,1.0485,208.917,1.0674,0.9229,-0.0518,0.0064,0.0094,0.0121,1375.0
IMG_0226,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,412.148,73.787,0.264,0.8034,224.205,0.6461,0.6246,-0.0143,0.0005,0.016,-0.0067,704.0
IMG_0227,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,381.648,54.351,0.3749,0.8003,214.368,1.041,0.9946,0.0275,-0.0355,-0.0204,0.0054,1488.0
IMG_0228,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,209.615,67.433,0.7676,0.8997,204.809,1.0605,0.9358,-0.0184,0.0467,0.0122,0.0135,1625.0
IMG_0229,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,137.054,39.625,0.9742,1.4579,219.92,1.067,1.0617,0.042,0.0534,-0.0261,0.0209,1582.0
IMG_0230,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,300.04,69.406,0.2313,0.9897,173.888,1.3556,1.3696,-0.7005,0.0028,-0.0194,-0.0193,1542.0
IMG_0231,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,294.686,32.344,1.1481,1.7971,199.29,1.3786,1.3849,-0.5819,-0.0228,0.0324,-0.0042,1570.0
IMG_0232,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,179.232,46.504,1.1726,1.5923,191.622,1.0469,0.9802,-0.024,0.0161,-0.0273,-0.0226,1442.0
IMG_0233,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,137.789,44.552,0.3396,0.9305,199.376,1.5064,1.6592,0.0507,0.0388,0.0032,-0.0025,1837.0
IMG_0234,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,319.066,48.378,0.8903,1.7639,232.439,1.061,1.0713,0.0276,0.0539,0.3767,0.2759,1488.0
IMG_0235,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,135.35,26.109,0.5971,1.0636,207.763,0.9205,0.982,0.0114,-0.0109,0.0148,-0.0118,1543.0
IMG_0236,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,200.361,67.327,0.3317,0.8095,185.084,1.0949,1.1538,-0.6372,0.0134,-0.0278,0.0243,1491.0
IMG_0237,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,281.702,52.948,0.6693,1.5404,239.355,1.0761,1.0545,0.0237,0.0494,-0.4306,-0.2777,1389.0
IMG_0238,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,255.244,25.728,0.9883,1.4772,156.758,1.0681,1.0471,0.022,-0.0439,0.0237,-0.0205,1392.0
IMG_0239,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,196.551,65.317,0.23,1.2458,238.965,1.0144,1.027,0.0169,0.0109,0.0371,0.0197,1470.0
IMG_0240,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,301.365,58.052,0.9201,1.4561,175.987,0.999,1.0903,0.0139,-0.0334,0.4766,0.121,1615.0
IMG_0241,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,263.62,33.123,0.2734,1.2709,155.568,0.966,0.9743,-0.0111,0.0227,0.0387,0.0116,1644.0
IMG_0242,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,129.729,18.98,0.3962,0.8015,171.413,1.7864,1.3849,-0.0115,0.0022,-0.0025,0.0205,1814.0
IMG_0243,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,398.177,55.573,0.5778,1.3032,153.714,1.0448,1.0152,-0.031,0.015,0.0329,0.023,1424.0
IMG_0244,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,336.177,61.087,0.4663,0.9747,174.07,1.3827,1.4434,-0.0491,0.0427,-0.0081,-0.0085,1802.0
IMG_0245,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,105.815,22.107,1.2072,1.4071,228.712,1.1772,1.3274,-0.5446,-0.501,0.0341,-0.0094,1447.0
IMG_0246,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,118.343,26.844,0.3592,1.042,191.722,1.081,0.9598,-0.0592,0.0326,0.0385,-0.0116,1605.0
IMG_0247,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,259.35,45.134,0.4878,1.557,170.799,1.0927,0.9392,-0.0598,0.0033,0.0358,0.0116,1447.0
IMG_0248,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,395.699,65.099,1.0776,1.2884,227.039,0.9202,1.084,0.0092,-0.0213,0.0159,0.0043,1559.0
IMG_0249,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,283.907,60.209,0.342,0.8636,193.555,1.0278,0.9526,-0.0386,0.0526,0.0036,-0.0061,1412.0
IMG_0250,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,225.045,51.37,0.6359,1.1598,180.791,1.018,0.9035,0.0045,-0.0389,-0.0138,-0.0083,1509.0
IMG_0251,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,109.965,26.939,0.4606,0.9033,224.519,1.0292,1.002,0.033,-0.0314,-0.0342,-0.0085,1576.0
IMG_0252,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,379.835,74.459,0.5836,1.1859,200.256,1.0749,1.0606,0.009,-0.0597,0.006,0.0052,1429.0
IMG_0253,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,231.486,37.231,0.6038,1.4039,180.609,1.0954,1.1596,-0.616,-0.622,-0.0087,-0.0203,1634.0
IMG_0254,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,128.459,20.421,0.8637,1.0498,191.767,0.9266,1.0273,0.0318,-0.0012,-0.3604,0.1648,1476.0
IMG_0255,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,371.371,56.94,1.0586,1.7735,192.384,1.0983,1.1915,0.0229,-0.6412,0.0172,-0.0246,1560.0
IMG_0256,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,84.766,8.891,0.5485,0.7108,200.695,1.0371,0.9155,0.0086,-0.0146,-0.3781,0.2004,1453.0
IMG_0257,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,168.465,56.729,1.0594,1.3211,161.046,1.1827,1.3681,-0.7048,-0.5123,0.033,-0.0067,1583.0
IMG_0258,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,394.341,69.911,0.8723,1.7144,238.983,1.3598,1.3553,0.5615,0.5578,0.015,-0.0206,1370.0
IMG_0259,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,363.099,48.089,1.2169,1.5271,239.536,1.0401,0.9623,-0.0545,-0.0157,0.005,0.0101,1382.0
IMG_0260,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,202.563,28.963,1.0282,1.4122,204.613,0.9694,1.0908,-0.0423,-0.0558,0.037,0.0043,1480.0
IMG_0261,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,185.646,33.922,0.5165,1.4149,223.176,0.949,1.0587,-0.0064,0.0114,-0.0202,-0.0131,1468.0
IMG_0262,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,178.541,64.619,0.4155,1.0601,235.718,0.9987,1.0464,0.0345,-0.0072,-0.0225,0.0045,1572.0
IMG_0263,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,104.734,21.701,1.2111,1.594,216.788,1.067,0.9659,0.0302,-0.0272,-0.0273,-0.0088,1491.0
IMG_0264,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,350.601,58.308,1.2246,1.7775,210.689,0.9245,0.9654,-0.0142,-0.0252,0.0226,-0.0035,1557.0
IMG_0265,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,217.597,58.908,0.2236,0.919,172.344,0.3605,0.3991,-0.0332,0.0004,-0.0225,-0.0168,665.0
IMG_0266,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,335.517,49.945,0.8516,1.0612,219.142,1.0711,1.0947,-0.0568,-0.0496,0.0315,0.0044,1434.0
IMG_0267,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,227.424,48.031,0.6733,1.7466,153.199,0.9388,0.9925,-0.0491,-0.0401,-0.0059,-0.0214,1397.0
IMG_0268,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,173.142,27.781,0.5647,1.5354,184.882,1.0702,1.0555,0.0063,0.0208,-0.0188,-0.0155,1639.0
IMG_0269,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,245.137,51.099,0.6731,0.8364,223.437,1.056,0.9558,0.0412,-0.0096,0.0024,-0.0048,1603.0
IMG_0270,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,366.377,72.785,0.3558,0.7019,170.211,0.5818,0.5284,0.0026,-0.0246,0.038,-0.0106,360.0
IMG_0271,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,320.145,33.146,1.2151,1.5251,169.64,1.0501,0.9812,0.0109,-0.0265,0.0374,-0.025,1530.0
IMG_0272,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,57.952,11.168,0.5191,0.8809,168.09,0.4621,0.5102,0.0033,-0.0479,-0.0153,0.0204,443.0
IMG_0273,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,67.295,7.55,0.7353,1.0435,218.514,1.0519,1.082,0.0423,0.5219,-0.0243,-0.008,1469.0
IMG_0274,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,202.809,47.001,0.8556,1.5641,205.492,1.0012,0.9803,-0.0276,0.0427,-0.0398,0.0205,1487.0
IMG_0275,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,172.865,55.863,0.4229,1.537,200.623,0.9524,0.9694,0.05,-0.037,-0.0089,0.0081,1424.0
IMG_0276,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,233.899,60.878,0.7687,1.7033,235.741,0.9591,1.086,0.0232,-0.0537,-0.015,0.0068,1457.0
IMG_0277,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,294.868,71.743,0.3043,1.0042,182.966,1.0904,1.063,0.0568,-0.0586,0.0061,0.0192,1575.0
IMG_0278,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,402.178,62.305,0.9127,1.6666,202.408,1.0201,0.9234,-0.0095,0.0232,0.02,-0.0072,1410.0
IMG_0279,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,172.388,69.7,0.6418,1.1493,192.519,0.9678,1.0415,0.0146,-0.0447,0.0279,-0.0164,1400.0
IMG_0280,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,248.201,42.115,1.1844,1.6817,190.828,1.2519,1.1276,0.0595,0.5629,0.0308,0.0236,1592.0
IMG_0281,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,410.248,74.63,0.414,1.3966,173.584,1.0534,0.9405,-0.0171,-0.0151,0.0375,0.018,1536.0
IMG_0282,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,324.33,45.257,0.6154,0.7613,205.622,0.9399,0.9659,0.0376,0.0045,0.0117,-0.011,1445.0
IMG_0283,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,370.576,58.291,0.3054,0.9828,221.224,1.8102,1.5249,-0.0487,0.0036,-0.0134,0.0052,1762.0
IMG_0284,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,284.797,71.406,0.2498,1.0779,173.636,0.9816,0.9381,-0.0178,-0.0593,0.0012,-0.0243,1491.0
IMG_0285,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,198.517,37.981,1.1527,1.5678,179.737,0.9609,0.9469,0.0283,-0.0212,-0.0273,-0.0026,1440.0
IMG_0286,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,222.598,49.369,0.4216,1.4737,158.788,1.3956,1.1448,-0.7156,-0.5776,0.0383,0.0019,1641.0
IMG_0287,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,67.323,14.039,0.5145,1.373,226.19,1.2757,1.1028,-0.7477,0.0415,-0.0368,-0.0144,1546.0
IMG_0288,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,98.473,26.12,0.7983,1.6712,227.98,1.0786,1.0457,-0.0066,0.0564,0.0107,0.0156,1494.0
IMG_0289,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,187.652,22.376,0.5643,1.15,215.664,0.9361,1.0461,-0.052,-0.0009,0.1949,-0.1694,1494.0
IMG_0290,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,323.487,36.882,0.3223,0.7887,224.326,1.0876,1.0717,-0.0121,0.0583,0.0397,-0.0073,1409.0
IMG_0291,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,202.66,51.167,0.4123,1.7257,219.791,0.9096,0.959,-0.0352,0.0454,-0.0212,0.0018,1470.0
IMG_0292,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,377.128,70.994,0.7281,1.675,236.364,1.0264,1.0361,-0.0079,-0.0398,-0.0214,0.0098,1495.0
IMG_0293,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,222.575,53.546,0.6308,0.7862,157.949,0.9025,1.0637,-0.0105,0.0001,0.0004,0.0174,1478.0
IMG_0294,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,135.908,20.244,0.9428,1.2163,207.299,1.0173,0.9042,-0.0259,0.0565,0.005,0.0029,1409.0
IMG_0295,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,230.617,69.683,1.0963,1.3176,221.66,1.0701,0.9473,-0.0057,-0.014,-0.0008,-0.0021,1507.0
IMG_0296,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,128.954,26.214,0.5975,0.8898,152.085,1.129,1.1748,-0.4949,0.6089,-0.0353,0.0056,1589.0
IMG_0297,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,118.018,12.594,0.4245,0.7621,176.643,0.9518,0.916,-0.0303,0.0458,-0.0094,0.0198,1397.0
IMG_0298,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,336.603,72.491,0.483,1.1876,170.321,1.0591,1.0222,0.0112,-0.0269,0.0086,-0.0213,1594.0
IMG_0299,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,232.795,39.161,0.5943,1.4437,212.357,0.6482,0.6894,-0.0329,-0.0002,-0.0127,0.0041,345.0
IMG_0300,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,332.788,63.73,0.5682,1.6585,157.593,0.9618,0.9451,-0.046,0.0096,0.03,-0.0007,1378.0
IMG_0301,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,47.704,18.873,0.7123,0.9726,194.463,0.9758,0.9024,-0.0224,0.0253,-0.0277,-0.0181,1648.0
IMG_0302,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,244.529,31.89,0.1828,0.8601,199.268,1.3878,1.3508,-0.4994,0.5865,0.0205,0.0107,1490.0
IMG_0303,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,115.64,29.934,0.285,1.1815,180.892,0.9154,1.06,0.0061,0.041,-0.017,-0.0234,1555.0
IMG_0304,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,286.403,52.112,0.7192,1.4815,187.067,0.9024,0.9787,-0.0454,0.0488,-0.024,-0.0065,1478.0
IMG_0305,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,45.396,9.369,1.1298,1.2993,188.95,1.0913,1.0757,0.001,0.0249,-0.0344,0.009,1540.0
IMG_0306,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,126.172,23.551,0.8583,1.2114,152.366,1.0925,0.9176,-0.023,-0.0538,0.0008,0.0164,1588.0
IMG_0307,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,145.4,42.153,1.2806,1.7999,193.44,1.0736,0.9469,-0.0327,-0.0535,-0.0089,-0.0199,1472.0
IMG_0308,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,175.883,25.858,0.1771,0.7472,214.958,1.0089,1.0673,0.0362,-0.0071,-0.0241,-0.0225,1576.0
IMG_0309,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,102.49,17.809,0.2525,1.1103,183.839,0.9523,1.0168,0.0313,-0.0406,0.0306,0.0026,1488.0
IMG_0310,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,239.138,51.339,0.5552,1.6661,170.323,0.9754,1.054,-0.0227,0.0396,-0.0139,0.0148,1639.0
IMG_0311,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,256.564,71.646,0.845,1.5745,202.028,1.1426,1.3756,0.7778,0.0431,0.0392,0.0167,1416.0
IMG_0312,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,76.344,9.201,0.5509,0.7616,220.985,0.9044,0.9337,-0.0347,-0.007,0.0253,-0.0228,1576.0
IMG_0313,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,75.239,14.492,0.726,1.6577,180.12,1.3909,1.4513,0.0245,-0.0013,0.0362,0.0008,1805.0
IMG_0314,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,192.682,24.762,0.3552,1.5798,203.382,0.996,0.9735,-0.0146,-0.0176,-0.0242,0.0145,1637.0
IMG_0315,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,120.974,41.149,0.6813,1.1128,218.02,0.9534,0.9522,-0.0348,0.0317,0.0323,-0.0216,1385.0
IMG_0316,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,86.238,23.696,0.5769,1.1373,170.628,1.0023,0.9138,0.0203,0.0546,-0.0294,0.0154,1566.0
IMG_0317,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,223.591,63.399,0.7046,1.6585,152.037,0.9316,1.0466,-0.0531,0.0566,-0.0285,-0.0063,1521.0
