sample_id,shot,status,image,captured_at,device_serial,phone_name,error,DATASET_SPLIT,QUALITY_CLASS,DEFECT_TYPE,CAPTURE_INSTRUCTION,EXPECTED_EFFECT,HMAX,HC,BR,BS,LOOP_HZ,X_GAIN,Y_GAIN,X_OFFSET,Y_OFFSET,XY_COUPLING,ASYMMETRY,AMPLITUDE
IMG_0140,1,ok,images/IMG_0140.jpg,2026-08-13T22:32:10+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223206.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,242.446,58.335,0.4816,1.3981,206.035,1.0525,1.0721,0.0497,-0.0366,-0.0113,-0.022,1569.0
IMG_0141,1,ok,images/IMG_0141.jpg,2026-08-13T22:32:19+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223215.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,175.503,42.393,0.4125,0.9105,201.737,0.9453,0.9863,-0.0041,0.0071,-0.4317,-0.2335,1355.0
IMG_0142,1,ok,images/IMG_0142.jpg,2026-08-13T22:32:28+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223224.jpg,,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,295.083,30.436,0.6696,1.4471,211.945,1.7995,1.377,0.0282,-0.035,-0.0064,0.0023,1825.0
IMG_0143,1,ok,images/IMG_0143.jpg,2026-08-13T22:32:36+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223233.jpg,,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,99.322,39.745,0.6223,0.725,187.378,0.9918,0.9864,0.0457,-0.0239,0.025,-0.005,1354.0
IMG_0144,1,ok,images/IMG_0144.jpg,2026-08-13T22:32:45+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223242.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,222.628,43.327,0.5897,1.0174,172.062,1.0166,0.9471,-0.0574,0.0294,0.0337,0.003,1569.0
IMG_0145,1,ok,images/IMG_0145.jpg,2026-08-13T22:32:54+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223251.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,106.72,16.198,0.9825,1.3271,221.969,0.4894,0.6256,-0.0322,-0.0504,-0.0079,-0.007,420.0
IMG_0146,1,ok,images/IMG_0146.jpg,2026-08-13T22:33:03+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223259.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,192.364,47.997,0.5042,1.63,205.772,0.9081,1.0721,0.034,0.0396,0.0254,0.019,1515.0
IMG_0147,1,ok,images/IMG_0147.jpg,2026-08-13T22:33:12+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223308.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,234.718,52.605,0.6579,1.0922,167.117,0.9859,1.0619,-0.0323,0.0104,-0.0047,-0.0069,1518.0
IMG_0148,1,ok,images/IMG_0148.jpg,2026-08-13T22:33:21+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223317.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,91.676,12.799,0.8603,0.9792,162.998,0.9123,1.0297,0.0499,0.0045,0.0132,-0.0229,1364.0
IMG_0149,1,ok,images/IMG_0149.jpg,2026-08-13T22:33:30+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223326.jpg,,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,151.239,56.352,0.2396,1.3097,204.254,1.8463,1.4278,0.0221,-0.0489,-0.0377,0.0153,1825.0
IMG_0150,1,ok,images/IMG_0150.jpg,2026-08-13T22:33:38+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223335.jpg,,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,292.21,34.171,0.7676,1.2549,163.634,1.0951,0.9013,0.0225,-0.0328,-0.0254,0.0246,1392.0
IMG_0151,1,ok,images/IMG_0151.jpg,2026-08-13T22:33:47+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223344.jpg,,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,147.636,38.414,0.3826,1.1389,173.897,0.9762,1.0321,-0.0484,0.057,-0.0308,-0.014,1452.0
IMG_0152,1,ok,images/IMG_0152.jpg,2026-08-13T22:33:56+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223352.jpg,,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,339.62,72.796,0.4389,0.7647,200.011,1.7469,1.3892,-0.0084,0.0349,0.0163,-0.0217,1768.0
IMG_0153,1,ok,images/IMG_0153.jpg,2026-08-13T22:34:05+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223401.jpg,,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,74.652,10.675,0.592,1.4579,194.417,1.0116,1.0834,0.014,0.0205,0.0249,0.0055,1590.0
IMG_0154,1,ok,images/IMG_0154.jpg,2026-08-13T22:34:13+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223410.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,201.096,25.22,1.0966,1.4838,210.682,0.5649,0.3668,-0.037,0.028,0.0303,-0.0118,670.0
IMG_0155,1,ok,images/IMG_0155.jpg,2026-08-13T22:34:22+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223419.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,187.439,68.184,0.2062,0.8674,194.651,0.9717,1.0455,0.0362,-0.0316,-0.0125,0.003,1495.0
IMG_0156,1,ok,images/IMG_0156.jpg,2026-08-13T22:34:31+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223427.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,166.949,42.537,0.5976,0.8612,229.411,0.9344,0.9418,0.028,-0.0033,-0.3355,-0.171,1534.0
IMG_0157,1,ok,images/IMG_0157.jpg,2026-08-13T22:34:40+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223436.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,339.638,42.39,0.4082,0.9312,204.45,1.0467,1.0116,0.0503,-0.0027,0.0184,-0.0098,1623.0
IMG_0158,1,ok,images/IMG_0158.jpg,2026-08-13T22:34:49+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223445.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,314.38,52.141,1.3225,1.6839,162.055,0.9466,1.0361,0.0393,0.0017,0.0045,-0.0004,1627.0
IMG_0159,1,ok,images/IMG_0159.jpg,2026-08-13T22:34:57+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223454.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,205.274,43.68,1.1674,1.5961,228.417,0.6795,0.507,0.0262,0.0212,0.0191,0.0182,325.0
IMG_0160,1,ok,images/IMG_0160.jpg,2026-08-13T22:35:06+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223503.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,93.14,15.832,0.3484,1.0246,185.149,0.9474,0.9517,-0.0112,-0.0031,-0.0342,-0.0055,1400.0
IMG_0161,1,ok,images/IMG_0161.jpg,2026-08-13T22:35:15+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223511.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,163.22,58.641,0.7032,1.6382,182.158,1.032,1.0173,0.0215,0.013,0.0333,-0.0074,1356.0
IMG_0162,1,ok,images/IMG_0162.jpg,2026-08-13T22:35:24+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223520.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,208.672,58.403,1.2581,1.6421,167.979,1.0927,0.9602,0.0255,0.0081,0.016,0.0171,1624.0
IMG_0163,1,ok,images/IMG_0163.jpg,2026-08-13T22:35:33+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223529.jpg,,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,237.52,36.175,0.8677,1.6164,185.703,1.4429,1.867,0.0482,0.0254,0.0199,-0.0139,1788.0
IMG_0164,1,ok,images/IMG_0164.jpg,2026-08-13T22:35:41+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223538.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,291.998,35.076,0.9134,1.7177,229.84,0.9475,1.0923,0.0298,0.0254,0.1912,-0.209,1509.0
IMG_0165,1,ok,images/IMG_0165.jpg,2026-08-13T22:35:50+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223547.jpg,,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,54.522,11.124,0.2665,1.3141,227.602,1.0161,1.0076,0.0564,0.0278,-0.008,-0.0213,1449.0
IMG_0166,1,ok,images/IMG_0166.jpg,2026-08-13T22:39:59+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223955.jpg,,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,329.0,66.088,1.2176,1.7314,161.743,1.1856,1.2681,-0.5379,0.7381,-0.0309,-0.0114,1636.0
IMG_0167,1,ok,images/IMG_0167.jpg,2026-08-13T22:40:08+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224004.jpg,,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,93.858,19.304,1.3483,1.6185,185.642,0.9612,1.0046,0.0027,0.0469,-0.023,0.0135,1371.0
IMG_0168,1,ok,images/IMG_0168.jpg,2026-08-13T22:40:16+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224012.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,63.924,10.498,1.0901,1.4672,219.837,1.0877,1.0487,-0.0398,0.0143,-0.3102,-0.1722,1435.0
IMG_0169,1,ok,images/IMG_0169.jpg,2026-08-13T22:40:24+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224021.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,93.606,29.729,0.5169,0.8011,227.967,0.9811,0.9452,0.0559,-0.0281,-0.0353,0.0175,1362.0
IMG_0170,1,ok,images/IMG_0170.jpg,2026-08-13T22:40:33+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224029.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,46.097,15.691,0.6749,1.4945,219.335,0.5992,0.744,0.0258,-0.047,-0.0062,-0.0025,264.0
IMG_0171,1,ok,images/IMG_0171.jpg,2026-08-13T22:40:42+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224038.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,65.36,15.467,0.6007,0.8121,172.08,1.0932,0.9318,0.0263,-0.0454,-0.0133,0.0156,1431.0
IMG_0172,1,ok,images/IMG_0172.jpg,2026-08-13T22:40:50+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224047.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,190.976,74.862,0.8464,1.4015,232.329,1.005,1.0642,0.044,-0.0521,0.0128,-0.0045,1522.0
IMG_0173,1,ok,images/IMG_0173.jpg,2026-08-13T22:40:59+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224055.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,98.685,16.771,0.439,1.7829,189.448,0.9373,1.0877,-0.0534,-0.0315,-0.0269,0.0147,1506.0
IMG_0174,1,ok,images/IMG_0174.jpg,2026-08-13T22:41:07+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224104.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,208.175,40.118,0.337,0.9815,178.143,1.0229,0.9752,-0.0583,0.0356,0.0395,-0.0205,1572.0
IMG_0175,1,ok,images/IMG_0175.jpg,2026-08-13T22:41:16+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224112.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,415.443,68.016,0.6355,1.7856,161.666,0.999,1.0464,0.0073,0.0283,-0.0253,-0.0206,1372.0
IMG_0176,1,ok,images/IMG_0176.jpg,2026-08-13T22:41:24+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224121.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,331.883,54.105,0.6432,1.6256,179.475,1.0793,1.0474,-0.0194,0.0376,-0.4259,-0.1332,1412.0
IMG_0177,1,ok,images/IMG_0177.jpg,2026-08-13T22:41:33+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224129.jpg,,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,82.121,26.363,0.7823,1.7666,200.572,1.0648,0.9227,0.0486,0.0371,0.0089,0.0176,1448.0
IMG_0178,1,ok,images/IMG_0178.jpg,2026-08-13T22:41:41+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224138.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,261.013,52.106,0.2697,0.8989,153.145,1.022,1.0025,-0.0596,-0.0155,-0.024,0.0125,1575.0
IMG_0179,1,ok,images/IMG_0179.jpg,2026-08-13T22:41:50+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224146.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,112.248,15.495,0.3398,1.1417,216.815,1.0511,0.9086,0.0002,-0.017,0.1964,0.1603,1544.0
IMG_0180,1,ok,images/IMG_0180.jpg,2026-08-13T22:41:59+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224155.jpg,,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,348.68,39.513,0.8805,1.1752,179.225,1.3651,1.2386,0.5048,0.0483,0.0377,-0.0134,1436.0
IMG_0181,1,ok,images/IMG_0181.jpg,2026-08-13T22:42:08+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224204.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,175.872,43.644,1.0003,1.2704,196.59,0.9232,1.05,0.0263,-0.0556,0.0271,0.0136,1476.0
IMG_0182,1,ok,images/IMG_0182.jpg,2026-08-13T22:42:16+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224213.jpg,,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,147.57,43.675,1.3505,1.7969,231.835,1.318,1.0838,-0.5669,-0.7124,-0.0251,-0.0144,1384.0
IMG_0183,1,ok,images/IMG_0183.jpg,2026-08-13T22:42:25+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224222.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,208.831,59.785,1.2215,1.7081,173.194,0.9356,1.0333,0.0086,-0.0086,0.0074,0.0149,1554.0
IMG_0184,1,ok,images/IMG_0184.jpg,2026-08-13T22:49:34+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224931.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,54.592,6.681,0.2153,0.8308,154.245,0.9635,0.956,0.0397,-0.0414,-0.0304,0.0004,1469.0
IMG_0185,1,ok,images/IMG_0185.jpg,2026-08-13T22:49:43+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224939.jpg,,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,62.074,13.685,0.9631,1.3437,181.824,1.0547,0.9415,-0.0027,-0.0464,0.0063,-0.0202,1413.0
IMG_0186,1,ok,images/IMG_0186.jpg,2026-08-13T22:49:51+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224948.jpg,,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,121.242,35.983,1.0967,1.6729,157.959,0.9685,1.0365,0.034,-0.0541,0.0208,0.0247,1521.0
IMG_0187,1,ok,images/IMG_0187.jpg,2026-08-13T22:50:00+08:00,SSGA9X75RSPRSOEE,IMG_20260813_224956.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,292.184,41.476,0.4509,1.6674,165.807,0.6897,0.4644,-0.0277,0.0205,-0.0303,0.0167,273.0
IMG_0188,1,ok,images/IMG_0188.jpg,2026-08-13T22:50:09+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225005.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,171.782,36.563,0.3713,1.0062,210.259,1.0663,0.9483,-0.0428,-0.0354,-0.0399,-0.0222,1610.0
IMG_0189,1,ok,images/IMG_0189.jpg,2026-08-13T22:50:18+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225014.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,359.494,49.625,0.3348,0.9164,169.044,0.9438,1.0436,-0.0049,0.023,0.454,-0.1879,1594.0
IMG_0190,1,ok,images/IMG_0190.jpg,2026-08-13T22:50:27+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225023.jpg,,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,107.051,23.917,0.6084,1.5993,238.135,1.2954,1.1183,-0.0474,-0.7274,-0.0208,-0.0051,1637.0
IMG_0191,1,ok,images/IMG_0191.jpg,2026-08-13T22:50:35+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225032.jpg,,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,346.429,49.529,0.3714,1.4752,185.826,1.0754,0.9532,0.0385,-0.0253,0.0205,0.0176,1614.0
IMG_0192,1,ok,images/IMG_0192.jpg,2026-08-13T22:50:44+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225040.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,97.162,28.485,0.3446,0.848,206.968,0.9711,1.0629,0.0168,-0.0355,0.3384,-0.1911,1571.0
IMG_0193,1,ok,images/IMG_0193.jpg,2026-08-13T22:50:53+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225049.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,136.81,19.587,0.8055,0.975,232.71,1.0151,1.0287,0.053,-0.0511,-0.2036,-0.1995,1499.0
IMG_0194,1,ok,images/IMG_0194.jpg,2026-08-13T22:51:02+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225058.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,78.917,10.74,0.8346,1.1704,152.521,0.9353,1.0963,-0.0156,0.032,-0.0058,0.0143,1384.0
IMG_0195,1,ok,images/IMG_0195.jpg,2026-08-13T22:51:12+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225108.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,57.045,15.637,0.3276,0.8706,162.107,1.0901,0.972,0.0034,-0.0499,0.0196,0.0004,1591.0
IMG_0196,1,ok,images/IMG_0196.jpg,2026-08-13T22:51:21+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225117.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,283.758,54.213,0.4514,0.8473,186.091,0.9036,1.0147,0.0521,0.0212,-0.0356,-0.017,1373.0
IMG_0197,1,ok,images/IMG_0197.jpg,2026-08-13T22:51:30+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225126.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,215.158,27.339,0.53,1.2645,153.803,0.5425,0.713,0.0404,-0.0495,-0.004,-0.0235,396.0
IMG_0198,1,ok,images/IMG_0198.jpg,2026-08-13T22:51:39+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225136.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,160.353,66.098,1.2865,1.7667,191.629,0.9541,1.0065,-0.044,-0.0506,0.021,0.0186,1458.0
IMG_0199,1,ok,images/IMG_0199.jpg,2026-08-13T22:51:48+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225144.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,162.18,25.314,0.5662,1.7381,214.988,0.9848,1.0649,0.0487,0.0073,0.0081,-0.0229,1546.0
IMG_0200,1,ok,images/IMG_0200.jpg,2026-08-13T22:51:57+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225153.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,187.765,30.143,0.5121,0.714,152.135,0.9683,0.9294,-0.0275,-0.0308,-0.0282,-0.0055,1474.0
IMG_0201,1,ok,images/IMG_0201.jpg,2026-08-13T22:52:06+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225202.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,139.494,30.212,1.0289,1.2354,211.826,1.0508,1.0216,-0.0134,-0.0279,-0.0048,0.002,1529.0
IMG_0202,1,ok,images/IMG_0202.jpg,2026-08-13T22:52:14+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225211.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,68.414,8.869,0.3489,0.8628,213.475,0.9642,0.9253,-0.0253,-0.0461,-0.0128,0.0195,1359.0
IMG_0203,1,ok,images/IMG_0203.jpg,2026-08-13T22:52:23+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225220.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,76.618,27.661,0.3564,1.5698,199.679,0.5935,0.4799,-0.0085,0.0335,-0.0296,0.0175,640.0
IMG_0204,1,ok,images/IMG_0204.jpg,2026-08-13T22:52:32+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225228.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,112.394,13.829,1.0446,1.5294,177.046,0.9178,0.9279,0.0282,-0.0114,-0.0399,-0.009,1648.0
IMG_0205,1,ok,images/IMG_0205.jpg,2026-08-13T22:52:41+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225237.jpg,,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,312.286,71.259,0.5287,1.171,156.438,1.1273,1.1807,-0.7597,-0.036,0.0049,-0.0128,1497.0
IMG_0206,1,ok,images/IMG_0206.jpg,2026-08-13T22:52:50+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225246.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,87.74,11.846,0.9156,1.3177,214.664,0.9824,1.0757,-0.0579,-0.0195,-0.0291,0.0007,1505.0
IMG_0207,1,ok,images/IMG_0207.jpg,2026-08-13T22:52:59+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225255.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,97.377,11.249,1.0065,1.1725,233.876,0.9602,0.9498,0.0518,0.0112,-0.0261,-0.0009,1464.0
IMG_0208,1,ok,images/IMG_0208.jpg,2026-08-13T22:53:07+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225304.jpg,,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,61.378,7.276,0.5059,1.4755,196.553,1.0301,0.9851,-0.0124,-0.0458,0.0077,-0.0239,1546.0
IMG_0209,1,ok,images/IMG_0209.jpg,2026-08-13T22:53:16+08:00,SSGA9X75RSPRSOEE,IMG_20260813_225313.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,355.263,42.233,0.5733,0.7905,150.975,0.6506,0.377,0.0598,-0.0496,0.0156,0.0151,540.0
