sample_id,DATASET_SPLIT,QUALITY_CLASS,DEFECT_TYPE,CAPTURE_INSTRUCTION,EXPECTED_EFFECT,HMAX,HC,BR,BS,LOOP_HZ,X_GAIN,Y_GAIN,X_OFFSET,Y_OFFSET,XY_COUPLING,ASYMMETRY,AMPLITUDE,hc_negative_div,hc_positive_div,br_positive_div,br_negative_div,h_bias_div,br_bias_div,hc_half_span_div,br_half_span_div,h_extreme_positive_div,b_extreme_positive_div,h_extreme_negative_div,b_extreme_negative_div,grid_origin_x_px,grid_origin_y_px,x_pixels_per_div,y_pixels_per_div,mask,roi_xyxy_source,threshold,predicted_pixels,mean_probability,max_probability
IMG_0238,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,255.244,25.728,0.9883,1.4772,156.758,1.0681,1.0471,0.022,-0.0439,0.0237,-0.0205,1392.0,0.0,0.506329,0.455696,-3.05443,0.253165,-1.299367,0.253165,1.755063,-0.050633,-3.126582,0.443038,1.240506,272.0,308.0,79.0,79.0,masks_640x600/IMG_0238.png,"2059,404,3800,2054",0.5,2632,0.007897,0.993434
IMG_0239,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,196.551,65.317,0.23,1.2458,238.965,1.0144,1.027,0.0169,0.0109,0.0371,0.0197,1470.0,0.721519,2.405063,-0.43038,-1.43038,1.563291,-0.93038,0.841772,0.5,2.417722,-0.037975,-2.253165,-1.772152,272.0,308.0,79.0,79.0,masks_640x600/IMG_0239.png,"2059,404,3800,2054",0.5,7573,0.020066,0.993521
IMG_0240,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,301.365,58.052,0.9201,1.4561,175.987,0.999,1.0903,0.0139,-0.0334,0.4766,0.121,1615.0,,,0.898734,-2.935443,,-1.018354,,1.917089,-0.316456,-3.405063,0.392405,1.746835,272.0,308.0,79.0,79.0,masks_640x600/IMG_0240.png,"2059,404,3800,2054",0.5,2823,0.008631,0.99386
IMG_0241,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,263.62,33.123,0.2734,1.2709,155.568,0.966,0.9743,-0.0111,0.0227,0.0387,0.0116,1644.0,0.164557,0.911392,-0.21519,-1.556962,0.537975,-0.886076,0.373418,0.670886,-0.721519,-2.518987,1.0,1.088608,272.0,308.0,79.0,79.0,masks_640x600/IMG_0241.png,"2059,404,3800,2054",0.5,8204,0.021926,0.991868
IMG_0242,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,129.729,18.98,0.3962,0.8015,171.413,1.7864,1.3849,-0.0115,0.0022,-0.0025,0.0205,1814.0,-0.43038,-0.379747,1.278481,0.886076,-0.405063,1.082278,0.025316,0.196203,-1.531646,-2.974684,0.531646,2.0,272.0,308.0,79.0,79.0,masks_640x600/IMG_0242.png,"2059,404,3800,2054",0.5,1057,0.004243,0.996197
IMG_0243,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,398.177,55.573,0.5778,1.3032,153.714,1.0448,1.0152,-0.031,0.015,0.0329,0.023,1424.0,-0.088608,0.64557,0.392405,-2.012658,0.278481,-0.810127,0.367089,1.202532,-0.556962,-2.873418,0.556962,1.227848,272.0,308.0,79.0,79.0,masks_640x600/IMG_0243.png,"2059,404,3800,2054",0.5,6301,0.016909,0.991751
IMG_0244,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,336.177,61.087,0.4663,0.9747,174.07,1.3827,1.4434,-0.0491,0.0427,-0.0081,-0.0085,1802.0,-0.544304,0.987342,1.544304,1.240506,0.221519,1.392405,0.765823,0.151899,-0.025316,-2.582278,0.367089,2.037975,272.0,308.0,79.0,79.0,masks_640x600/IMG_0244.png,"2059,404,3800,2054",0.5,1660,0.006135,0.995336
IMG_0245,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,105.815,22.107,1.2072,1.4071,228.712,1.1772,1.3274,-0.5446,-0.501,0.0341,-0.0094,1447.0,-1.481013,-0.278481,0.88481,0.570886,-0.879747,0.727848,0.601266,0.156962,-0.873418,-3.278481,-0.987342,0.924051,272.0,308.0,79.0,79.0,masks_640x600/IMG_0245.png,"2059,404,3800,2054",0.5,2718,0.007954,0.997094
IMG_0246,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,118.343,26.844,0.3592,1.042,191.722,1.081,0.9598,-0.0592,0.0326,0.0385,-0.0116,1605.0,-0.175949,1.177215,0.227848,-1.658228,0.500633,-0.71519,0.676582,0.943038,-0.392405,-2.113924,0.392405,0.632911,272.0,308.0,79.0,79.0,masks_640x600/IMG_0246.png,"2059,404,3800,2054",0.5,9218,0.02443,0.995633
IMG_0247,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,259.35,45.134,0.4878,1.557,170.799,1.0927,0.9392,-0.0598,0.0033,0.0358,0.0116,1447.0,0.012658,1.012658,0.012658,-1.556962,0.512658,-0.772152,0.5,0.78481,-0.56962,-2.265823,0.594937,0.670886,272.0,308.0,79.0,79.0,masks_640x600/IMG_0247.png,"2059,404,3800,2054",0.5,8049,0.021391,0.996112
IMG_0248,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,395.699,65.099,1.0776,1.2884,227.039,0.9202,1.084,0.0092,-0.0213,0.0159,0.0043,1559.0,-0.189873,0.594937,1.278481,-3.329114,0.202532,-1.025316,0.392405,2.303797,-0.050633,-3.43038,0.253165,1.64557,272.0,308.0,79.0,79.0,masks_640x600/IMG_0248.png,"2059,404,3800,2054",0.5,3421,0.010109,0.992154
IMG_0249,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,283.907,60.209,0.342,0.8636,193.555,1.0278,0.9526,-0.0386,0.0526,0.0036,-0.0061,1412.0,-0.113924,0.987342,0.21519,-1.708861,0.436709,-0.746835,0.550633,0.962025,-0.443038,-2.265823,0.531646,0.810127,272.0,308.0,79.0,79.0,masks_640x600/IMG_0249.png,"2059,404,3800,2054",0.5,7804,0.020786,0.993645
IMG_0250,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,225.045,51.37,0.6359,1.1598,180.791,1.018,0.9035,0.0045,-0.0389,-0.0138,-0.0083,1509.0,-0.063291,1.151899,0.189873,-2.417722,0.544304,-1.113924,0.607595,1.303797,-0.139241,-2.594937,0.481013,0.759494,272.0,308.0,79.0,79.0,masks_640x600/IMG_0250.png,"2059,404,3800,2054",0.5,6807,0.018238,0.993097
IMG_0251,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,109.965,26.939,0.4606,0.9033,224.519,1.0292,1.002,0.033,-0.0314,-0.0342,-0.0085,1576.0,-0.063291,1.303797,0.177215,-2.594937,0.620253,-1.208861,0.683544,1.386076,-0.139241,-2.772152,0.683544,1.012658,272.0,308.0,79.0,79.0,masks_640x600/IMG_0251.png,"2059,404,3800,2054",0.5,8090,0.021623,0.995764
IMG_0252,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,379.835,74.459,0.5836,1.1859,200.256,1.0749,1.0606,0.009,-0.0597,0.006,0.0052,1429.0,-0.025316,1.025316,0.126582,-2.506329,0.5,-1.189873,0.525316,1.316456,-0.329114,-2.949367,0.658228,1.050633,272.0,308.0,79.0,79.0,masks_640x600/IMG_0252.png,"2059,404,3800,2054",0.5,7355,0.019651,0.996192
IMG_0253,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,231.486,37.231,0.6038,1.4039,180.609,1.0954,1.1596,-0.616,-0.622,-0.0087,-0.0203,1634.0,-0.78481,0.164557,0.037975,-0.189873,-0.310127,-0.075949,0.474684,0.113924,-1.481013,-3.56962,-1.012658,-0.151899,272.0,308.0,79.0,79.0,masks_640x600/IMG_0253.png,"2059,404,3800,2054",0.5,3995,0.01149,0.997475
IMG_0254,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,128.459,20.421,0.8637,1.0498,191.767,0.9266,1.0273,0.0318,-0.0012,-0.3604,0.1648,1476.0,-0.113924,0.721519,1.240506,-2.683544,0.303797,-0.721519,0.417722,1.962025,0.075949,-2.696203,0.202532,1.544304,272.0,308.0,79.0,79.0,masks_640x600/IMG_0254.png,"2059,404,3800,2054",0.5,3352,0.00967,0.989767
IMG_0255,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,371.371,56.94,1.0586,1.7735,192.384,1.0983,1.1915,0.0229,-0.6412,0.0172,-0.0246,1560.0,0.455696,1.291139,-0.873418,-1.759494,0.873418,-1.316456,0.417722,0.443038,0.341772,-3.43038,0.518987,0.075949,272.0,308.0,79.0,79.0,masks_640x600/IMG_0255.png,"2059,404,3800,2054",0.5,5687,0.015289,0.994419
IMG_0256,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,84.766,8.891,0.5485,0.7108,200.695,1.0371,0.9155,0.0086,-0.0146,-0.3781,0.2004,1453.0,-0.088608,2.392405,0.996203,-2.367089,1.151899,-0.685443,1.240506,1.681646,-0.582278,-3.126582,0.278481,1.468354,272.0,308.0,79.0,79.0,masks_640x600/IMG_0256.png,"2059,404,3800,2054",0.5,3246,0.009299,0.988377
IMG_0257,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,168.465,56.729,1.0594,1.3211,161.046,1.1827,1.3681,-0.7048,-0.5123,0.033,-0.0067,1583.0,-2.139241,-0.025316,0.379747,-0.050633,-1.082278,0.164557,1.056962,0.21519,-1.063291,-3.417722,-1.594937,0.860759,272.0,308.0,79.0,79.0,masks_640x600/IMG_0257.png,"2059,404,3800,2054",0.5,4666,0.013003,0.997788
IMG_0258,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,394.341,69.911,0.8723,1.7144,238.983,1.3598,1.3553,0.5615,0.5578,0.015,-0.0206,1370.0,0.683544,1.78481,-1.487342,-2.582278,1.234177,-2.03481,0.550633,0.547468,0.734177,-2.240506,1.151899,1.341772,272.0,308.0,79.0,79.0,masks_640x600/IMG_0258.png,"2059,404,3800,2054",0.5,3706,0.010593,0.998152
IMG_0259,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,363.099,48.089,1.2169,1.5271,239.536,1.0401,0.9623,-0.0545,-0.0157,0.005,0.0101,1382.0,-0.265823,0.405063,0.987342,-2.596203,0.06962,-0.80443,0.335443,1.791772,-0.21519,-2.949367,0.050633,1.088608,272.0,308.0,79.0,79.0,masks_640x600/IMG_0259.png,"2059,404,3800,2054",0.5,5513,0.014918,0.995173
IMG_0260,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,202.563,28.963,1.0282,1.4122,204.613,0.9694,1.0908,-0.0423,-0.0558,0.037,0.0043,1480.0,-0.240506,0.468354,1.122785,-2.932911,0.113924,-0.905063,0.35443,2.027848,-0.177215,-3.278481,0.240506,1.468354,272.0,308.0,79.0,79.0,masks_640x600/IMG_0260.png,"2059,404,3800,2054",0.5,5281,0.014507,0.993015
IMG_0261,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,185.646,33.922,0.5165,1.4149,223.176,0.949,1.0587,-0.0064,0.0114,-0.0202,-0.0131,1468.0,0.0,0.911392,0.063291,-2.012658,0.455696,-0.974684,0.455696,1.037975,-0.531646,-2.772152,0.708861,1.050633,272.0,308.0,79.0,79.0,masks_640x600/IMG_0261.png,"2059,404,3800,2054",0.5,8208,0.021845,0.994063
IMG_0262,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,178.541,64.619,0.4155,1.0601,235.718,0.9987,1.0464,0.0345,-0.0072,-0.0225,0.0045,1572.0,-0.032911,2.007595,0.048101,-2.164557,0.987342,-1.058228,1.020253,1.106329,0.227848,-1.962025,0.025316,0.075949,272.0,308.0,79.0,79.0,masks_640x600/IMG_0262.png,"2059,404,3800,2054",0.5,9018,0.024031,0.994392
IMG_0263,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,104.734,21.701,1.2111,1.594,216.788,1.067,0.9659,0.0302,-0.0272,-0.0273,-0.0088,1491.0,-0.189873,0.962025,0.64557,-2.974684,0.386076,-1.164557,0.575949,1.810127,-0.025316,-3.025316,0.278481,1.050633,272.0,308.0,79.0,79.0,masks_640x600/IMG_0263.png,"2059,404,3800,2054",0.5,6584,0.017786,0.995456
IMG_0264,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,350.601,58.308,1.2246,1.7775,210.689,0.9245,0.9654,-0.0142,-0.0252,0.0226,-0.0035,1557.0,-0.189873,0.632911,0.78481,-2.797468,0.221519,-1.006329,0.411392,1.791139,-0.21519,-3.151899,0.316456,1.265823,272.0,308.0,79.0,79.0,masks_640x600/IMG_0264.png,"2059,404,3800,2054",0.5,6888,0.018549,0.992798
IMG_0265,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,217.597,58.908,0.2236,0.919,172.344,0.3605,0.3991,-0.0332,0.0004,-0.0225,-0.0168,665.0,,,-0.78481,-1.075949,,-0.93038,,0.14557,0.417722,-0.696203,-0.303797,-1.025316,272.0,308.0,79.0,79.0,masks_640x600/IMG_0265.png,"2059,404,3800,2054",0.5,1524,0.004133,0.99803
IMG_0266,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,335.517,49.945,0.8516,1.0612,219.142,1.0711,1.0947,-0.0568,-0.0496,0.0315,0.0044,1434.0,-0.329114,0.468354,1.253165,-2.962025,0.06962,-0.85443,0.398734,2.107595,-0.126582,-3.189873,0.101266,1.392405,272.0,308.0,79.0,79.0,masks_640x600/IMG_0266.png,"2059,404,3800,2054",0.5,4978,0.013593,0.993186
IMG_0267,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,227.424,48.031,0.6733,1.7466,153.199,0.9388,0.9925,-0.0491,-0.0401,-0.0059,-0.0214,1397.0,0.0,0.987342,0.025316,-1.898734,0.493671,-0.936709,0.493671,0.962025,-0.518987,-2.620253,0.443038,0.56962,272.0,308.0,79.0,79.0,masks_640x600/IMG_0267.png,"2059,404,3800,2054",0.5,7614,0.020313,0.994824
IMG_0268,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,173.142,27.781,0.5647,1.5354,184.882,1.0702,1.0555,0.0063,0.0208,-0.0188,-0.0155,1639.0,-0.025316,0.962025,0.139241,-2.162025,0.468354,-1.011392,0.493671,1.150633,-0.544304,-2.949367,0.797468,1.265823,272.0,308.0,79.0,79.0,masks_640x600/IMG_0268.png,"2059,404,3800,2054",0.5,8895,0.023781,0.994196
IMG_0269,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,245.137,51.099,0.6731,0.8364,223.437,1.056,0.9558,0.0412,-0.0096,0.0024,-0.0048,1603.0,-0.227848,0.987342,0.858228,-3.162025,0.379747,-1.151899,0.607595,2.010127,0.012658,-3.177215,0.367089,1.341772,272.0,308.0,79.0,79.0,masks_640x600/IMG_0269.png,"2059,404,3800,2054",0.5,6634,0.017916,0.994791
IMG_0270,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,366.377,72.785,0.3558,0.7019,170.211,0.5818,0.5284,0.0026,-0.0246,0.038,-0.0106,360.0,,,-0.78481,-1.177215,,-0.981013,,0.196203,-0.025316,-1.227848,0.139241,-0.620253,272.0,308.0,79.0,79.0,masks_640x600/IMG_0270.png,"2059,404,3800,2054",0.5,1198,0.003344,0.998371
IMG_0271,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,320.145,33.146,1.2151,1.5251,169.64,1.0501,0.9812,0.0109,-0.0265,0.0374,-0.025,1530.0,-0.063291,0.481013,0.873418,-3.227848,0.208861,-1.177215,0.272152,2.050633,-0.063291,-3.329114,0.265823,1.303797,272.0,308.0,79.0,79.0,masks_640x600/IMG_0271.png,"2059,404,3800,2054",0.5,3089,0.009214,0.993619
IMG_0272,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,57.952,11.168,0.5191,0.8809,168.09,0.4621,0.5102,0.0033,-0.0479,-0.0153,0.0204,443.0,,,-0.746835,-1.240506,,-0.993671,,0.246835,0.050633,-1.227848,0.126582,-0.582278,272.0,308.0,79.0,79.0,masks_640x600/IMG_0272.png,"2059,404,3800,2054",0.5,1317,0.003637,0.998497
IMG_0273,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,67.295,7.55,0.7353,1.0435,218.514,1.0519,1.082,0.0423,0.5219,-0.0243,-0.008,1469.0,-0.165823,0.43038,1.392405,-1.960759,0.132278,-0.284177,0.298101,1.676582,-0.025316,-2.037975,0.063291,1.518987,272.0,308.0,79.0,79.0,masks_640x600/IMG_0273.png,"2059,404,3800,2054",0.5,4406,0.011934,0.995655
IMG_0274,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,202.809,47.001,0.8556,1.5641,205.492,1.0012,0.9803,-0.0276,0.0427,-0.0398,0.0205,1487.0,-0.291139,0.962025,0.632911,-2.151899,0.335443,-0.759494,0.626582,1.392405,-0.316456,-2.56962,0.316456,1.050633,272.0,308.0,79.0,79.0,masks_640x600/IMG_0274.png,"2059,404,3800,2054",0.5,7743,0.020736,0.993007
IMG_0275,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,172.865,55.863,0.4229,1.537,200.623,0.9524,0.9694,0.05,-0.037,-0.0089,0.0081,1424.0,0.582278,2.227848,-0.455696,-1.797468,1.405063,-1.126582,0.822785,0.670886,2.316456,0.063291,-2.012658,-2.088608,272.0,308.0,79.0,79.0,masks_640x600/IMG_0275.png,"2059,404,3800,2054",0.5,8069,0.021399,0.995068
IMG_0276,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,233.899,60.878,0.7687,1.7033,235.741,0.9591,1.086,0.0232,-0.0537,-0.015,0.0068,1457.0,0.0,1.291139,0.050633,-2.443038,0.64557,-1.196203,0.64557,1.246835,-0.405063,-2.924051,0.683544,0.924051,272.0,308.0,79.0,79.0,masks_640x600/IMG_0276.png,"2059,404,3800,2054",0.5,8391,0.022374,0.995115
IMG_0277,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,294.868,71.743,0.3043,1.0042,182.966,1.0904,1.063,0.0568,-0.0586,0.0061,0.0192,1575.0,0.353165,1.886076,-0.379747,-2.151899,1.11962,-1.265823,0.766456,0.886076,-0.012658,-2.177215,0.392405,0.063291,272.0,308.0,79.0,79.0,masks_640x600/IMG_0277.png,"2059,404,3800,2054",0.5,9151,0.02428,0.997065
IMG_0278,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,402.178,62.305,0.9127,1.6666,202.408,1.0201,0.9234,-0.0095,0.0232,0.02,-0.0072,1410.0,-0.088608,0.686076,0.35443,-2.227848,0.298734,-0.936709,0.387342,1.291139,-0.316456,-2.696203,0.443038,1.012658,272.0,308.0,79.0,79.0,masks_640x600/IMG_0278.png,"2059,404,3800,2054",0.5,7016,0.01876,0.99361
IMG_0279,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,172.388,69.7,0.6418,1.1493,192.519,0.9678,1.0415,0.0146,-0.0447,0.0279,-0.0164,1400.0,-0.189873,1.650633,0.265823,-2.518987,0.73038,-1.126582,0.920253,1.392405,-0.050633,-2.582278,0.367089,0.632911,272.0,308.0,79.0,79.0,masks_640x600/IMG_0279.png,"2059,404,3800,2054",0.5,7911,0.021162,0.994499
IMG_0280,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,248.201,42.115,1.1844,1.6817,190.828,1.2519,1.1276,0.0595,0.5629,0.0308,0.0236,1592.0,-0.468354,0.670886,1.696203,-1.886076,0.101266,-0.094937,0.56962,1.791139,-0.037975,-1.936709,-0.037975,1.721519,272.0,308.0,79.0,79.0,masks_640x600/IMG_0280.png,"2059,404,3800,2054",0.5,5412,0.014648,0.996329
IMG_0281,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,410.248,74.63,0.414,1.3966,173.584,1.0534,0.9405,-0.0171,-0.0151,0.0375,0.018,1536.0,0.139241,1.227848,-0.164557,-1.734177,0.683544,-0.949367,0.544304,0.78481,-0.468354,-2.291139,0.746835,0.670886,272.0,308.0,79.0,79.0,masks_640x600/IMG_0281.png,"2059,404,3800,2054",0.5,8850,0.023604,0.995742
IMG_0282,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,324.33,45.257,0.6154,0.7613,205.622,0.9399,0.9659,0.0376,0.0045,0.0117,-0.011,1445.0,-0.050633,0.594937,0.632911,-2.987342,0.272152,-1.177215,0.322785,1.810127,-0.037975,-3.101266,0.341772,1.265823,272.0,308.0,79.0,79.0,masks_640x600/IMG_0282.png,"2059,404,3800,2054",0.5,5575,0.015025,0.99199
IMG_0283,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,370.576,58.291,0.3054,0.9828,221.224,1.8102,1.5249,-0.0487,0.0036,-0.0134,0.0052,1762.0,-0.405063,-0.278481,0.683544,-2.189873,-0.341772,-0.753165,0.063291,1.436709,-1.037975,-3.531646,1.025316,1.898734,272.0,308.0,79.0,79.0,masks_640x600/IMG_0283.png,"2059,404,3800,2054",0.5,4194,0.012214,0.997166
IMG_0284,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,284.797,71.406,0.2498,1.0779,173.636,0.9816,0.9381,-0.0178,-0.0593,0.0012,-0.0243,1491.0,0.632911,1.962025,-0.493671,-1.670886,1.297468,-1.082278,0.664557,0.588608,2.367089,0.316456,-2.316456,-2.303797,272.0,308.0,79.0,79.0,masks_640x600/IMG_0284.png,"2059,404,3800,2054",0.5,8495,0.022524,0.99487
IMG_0285,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,198.517,37.981,1.1527,1.5678,179.737,0.9609,0.9469,0.0283,-0.0212,-0.0273,-0.0026,1440.0,-0.113924,0.810127,0.520253,-2.822785,0.348101,-1.151266,0.462025,1.671519,-0.050633,-2.911392,0.341772,1.050633,272.0,308.0,79.0,79.0,masks_640x600/IMG_0285.png,"2059,404,3800,2054",0.5,6215,0.016713,0.992234
IMG_0286,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,222.598,49.369,0.4216,1.4737,158.788,1.3956,1.1448,-0.7156,-0.5776,0.0383,0.0019,1641.0,0.088608,1.78481,-0.088608,-1.389873,0.936709,-0.739241,0.848101,0.650633,1.810127,-0.012658,-2.0,-1.607595,272.0,308.0,79.0,79.0,masks_640x600/IMG_0286.png,"2059,404,3800,2054",0.5,6931,0.018525,0.998122
IMG_0287,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,67.323,14.039,0.5145,1.373,226.19,1.2757,1.1028,-0.7477,0.0415,-0.0368,-0.0144,1546.0,-2.063291,-0.594937,1.620253,0.712658,-1.329114,1.166456,0.734177,0.453797,-2.481013,-3.443038,-1.177215,1.050633,272.0,308.0,79.0,79.0,masks_640x600/IMG_0287.png,"2059,404,3800,2054",0.5,7453,0.019949,0.997513
IMG_0288,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,98.473,26.12,0.7983,1.6712,227.98,1.0786,1.0457,-0.0066,0.0564,0.0107,0.0156,1494.0,-0.278481,1.21519,0.493671,-2.101266,0.468354,-0.803797,0.746835,1.297468,-0.303797,-2.455696,0.455696,1.050633,272.0,308.0,79.0,79.0,masks_640x600/IMG_0288.png,"2059,404,3800,2054",0.5,8517,0.022753,0.9971
IMG_0289,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,187.652,22.376,0.5643,1.15,215.664,0.9361,1.0461,-0.052,-0.0009,0.1949,-0.1694,1494.0,-0.113924,0.379747,0.493671,-2.35443,0.132911,-0.93038,0.246835,1.424051,-0.392405,-3.35443,0.721519,1.518987,272.0,308.0,79.0,79.0,masks_640x600/IMG_0289.png,"2059,404,3800,2054",0.5,6082,0.01646,0.996041
IMG_0290,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,323.487,36.882,0.3223,0.7887,224.326,1.0876,1.0717,-0.0121,0.0583,0.0397,-0.0073,1409.0,-0.050633,0.556962,0.329114,-2.037975,0.253165,-0.85443,0.303797,1.183544,-0.493671,-2.924051,0.594937,1.379747,272.0,308.0,79.0,79.0,masks_640x600/IMG_0290.png,"2059,404,3800,2054",0.5,7587,0.020234,0.99319
